 State-gov, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Tech-support, White, Female, United-States, <=50K
 State-gov, Doctorate, Divorced, Prof-specialty, White, Female, United-States, >50K
 Local-gov, Some-college, Never-married, Protective-serv, White, Male, Peru, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, ?, <=50K
 Private, Some-college, Never-married, Protective-serv, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 7th-8th, Widowed, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Black, Female, United-States, <=50K
 Private, 12th, Married-spouse-absent, Prof-specialty, White, Male, United-States, <=50K
 Private, Assoc-acdm, Divorced, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Transport-moving, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, Other, Male, India, <=50K
 ?, HS-grad, Divorced, ?, White, Female, United-States, <=50K
 ?, Assoc-acdm, Widowed, ?, White, Female, Italy, <=50K
 Local-gov, Assoc-acdm, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, 9th, Never-married, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, 9th, Widowed, Exec-managerial, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Federal-gov, Assoc-acdm, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Black, Male, ?, <=50K
 Private, Assoc-acdm, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, <=50K
 State-gov, Some-college, Divorced, Craft-repair, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 10th, Married-spouse-absent, Other-service, Asian-Pac-Islander, Male, China, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, >50K
 Private, 11th, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, ?, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Sales, White, Male, United-States, <=50K
 Local-gov, Assoc-voc, Never-married, Protective-serv, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, 10th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Sales, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Female, United-States, <=50K
 Local-gov, Masters, Divorced, Exec-managerial, White, Female, United-States, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Female, United-States, <=50K
 Local-gov, Assoc-acdm, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Separated, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Masters, Never-married, Exec-managerial, White, Female, United-States, >50K
 Self-emp-not-inc, 9th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Sales, Black, Male, United-States, >50K
 Private, 9th, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 7th-8th, Never-married, Farming-fishing, White, Male, Mexico, >50K
 Private, Masters, Never-married, Exec-managerial, White, Male, United-States, >50K
 Private, 12th, Never-married, Prof-specialty, Asian-Pac-Islander, Female, Thailand, <=50K
 Private, 7th-8th, Separated, Transport-moving, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Tech-support, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Sales, White, Female, United-States, <=50K
 Private, Doctorate, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Exec-managerial, Black, Female, Jamaica, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, Black, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-inc, Bachelors, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Local-gov, Assoc-acdm, Divorced, Exec-managerial, Black, Female, United-States, <=50K
 ?, 10th, Divorced, ?, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, >50K
 Private, Preschool, Never-married, Other-service, Asian-Pac-Islander, Female, Laos, <=50K
 Private, Bachelors, Separated, Prof-specialty, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, 11th, Divorced, ?, Asian-Pac-Islander, Female, United-States, <=50K
 Private, Masters, Never-married, Sales, White, Male, ?, <=50K
 Private, Bachelors, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, Assoc-voc, Widowed, Adm-clerical, Asian-Pac-Islander, Female, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Sales, White, Male, United-States, >50K
 Private, Assoc-acdm, Never-married, Tech-support, Black, Male, United-States, <=50K
 ?, Assoc-acdm, Widowed, ?, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, Prof-school, Never-married, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, Some-college, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Federal-gov, 11th, Widowed, Adm-clerical, White, Female, United-States, <=50K
 ?, 7th-8th, Separated, ?, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, United-States, >50K
 Private, 5th-6th, Never-married, Handlers-cleaners, White, Male, Mexico, <=50K
 Private, HS-grad, Separated, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, Germany, <=50K
 Private, 10th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Local-gov, HS-grad, Widowed, Exec-managerial, White, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Private, 10th, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-inc, Bachelors, Never-married, Craft-repair, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Female, United-States, <=50K
 State-gov, Masters, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Local-gov, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Local-gov, Assoc-voc, Never-married, Protective-serv, Black, Female, United-States, >50K
 Private, Bachelors, Never-married, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, Masters, Never-married, Prof-specialty, White, Male, England, <=50K
 Private, Assoc-acdm, Never-married, Tech-support, Black, Male, England, >50K
 Local-gov, Assoc-acdm, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Sales, White, Female, United-States, <=50K
 State-gov, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Craft-repair, Asian-Pac-Islander, Male, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 ?, Assoc-acdm, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Local-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-acdm, Never-married, Tech-support, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 10th, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Amer-Indian-Eskimo, Male, United-States, >50K
 Private, HS-grad, Never-married, Exec-managerial, Asian-Pac-Islander, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Widowed, Machine-op-inspct, White, Female, United-States, <=50K
 State-gov, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Male, United-States, <=50K
 State-gov, Masters, Divorced, Protective-serv, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 ?, Some-college, Separated, ?, Black, Male, United-States, <=50K
 Private, Some-college, Separated, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 ?, Prof-school, Divorced, ?, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 State-gov, Bachelors, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 12th, Never-married, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Bachelors, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Priv-house-serv, White, Female, United-States, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Male, United-States, >50K
 ?, 10th, Divorced, ?, White, Female, England, <=50K
 Private, HS-grad, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, 9th, Separated, Other-service, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 State-gov, Bachelors, Never-married, Tech-support, White, Male, United-States, <=50K
 Federal-gov, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Local-gov, Bachelors, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Some-college, Never-married, Protective-serv, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Separated, Sales, White, Male, United-States, >50K
 Private, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Tech-support, White, Male, United-States, >50K
 Private, Assoc-acdm, Never-married, Handlers-cleaners, Black, Male, ?, >50K
 Private, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, >50K
 State-gov, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Preschool, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 12th, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Widowed, Craft-repair, Black, Male, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, White, Male, United-States, >50K
 Local-gov, Masters, Divorced, Prof-specialty, Black, Male, Dominican-Republic, <=50K
 Private, Masters, Married-spouse-absent, Sales, White, Female, United-States, >50K
 Private, Assoc-voc, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, Black, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Private, 11th, Married-spouse-absent, Craft-repair, Black, Male, United-States, <=50K
 Private, Masters, Never-married, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Adm-clerical, Black, Male, United-States, <=50K
 Private, 10th, Separated, Other-service, White, Female, United-States, <=50K
 Private, 9th, Married-spouse-absent, Handlers-cleaners, White, Male, Mexico, <=50K
 Local-gov, Prof-school, Never-married, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Widowed, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Self-emp-inc, Some-college, Divorced, Machine-op-inspct, White, Female, Honduras, <=50K
 Private, Assoc-voc, Divorced, Tech-support, Black, Male, United-States, <=50K
 Local-gov, Bachelors, Never-married, Protective-serv, White, Female, United-States, >50K
 Private, Some-college, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Private, 1st-4th, Never-married, Farming-fishing, White, Male, El-Salvador, <=50K
 Private, Assoc-voc, Divorced, Sales, White, Female, United-States, >50K
 Private, Assoc-acdm, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, Canada, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 7th-8th, Divorced, Exec-managerial, White, Male, United-States, <=50K
 State-gov, Bachelors, Divorced, Prof-specialty, White, Male, United-States, <=50K
 Private, Prof-school, Never-married, Prof-specialty, White, Male, Canada, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, Black, Male, United-States, <=50K
 Private, 11th, Separated, Sales, White, Female, United-States, <=50K
 Private, 12th, Married-spouse-absent, Exec-managerial, White, Female, United-States, <=50K
 Local-gov, HS-grad, Divorced, Protective-serv, White, Female, United-States, <=50K
 ?, HS-grad, Divorced, ?, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Farming-fishing, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, Black, Female, United-States, <=50K
 ?, Bachelors, Widowed, ?, White, Female, United-States, <=50K
 Local-gov, 9th, Divorced, Protective-serv, Black, Male, United-States, <=50K
 ?, HS-grad, Widowed, ?, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Tech-support, Black, Female, France, <=50K
 Private, Some-college, Divorced, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Handlers-cleaners, White, Male, United-States, <=50K
 Private, 5th-6th, Never-married, Handlers-cleaners, White, Male, Mexico, <=50K
 Private, Bachelors, Never-married, Other-service, Asian-Pac-Islander, Female, Philippines, <=50K
 Self-emp-not-inc, Masters, Divorced, Craft-repair, White, Male, United-States, <=50K
 Federal-gov, Some-college, Separated, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, Black, Male, United-States, >50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Farming-fishing, White, Male, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, >50K
 State-gov, 7th-8th, Widowed, Handlers-cleaners, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Married-spouse-absent, Farming-fishing, White, Male, United-States, <=50K
 State-gov, Some-college, Divorced, Other-service, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, 12th, Separated, ?, White, Female, Puerto-Rico, <=50K
 Self-emp-not-inc, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Prof-school, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, Preschool, Never-married, Farming-fishing, White, Male, Hong, <=50K
 Private, Some-college, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Local-gov, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Separated, Sales, Asian-Pac-Islander, Male, Japan, <=50K
 Private, 9th, Separated, Machine-op-inspct, White, Female, Ireland, <=50K
 Private, Some-college, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 7th-8th, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, Black, Female, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Farming-fishing, White, Male, United-States, <=50K
 Local-gov, Some-college, Separated, Craft-repair, Black, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-acdm, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Transport-moving, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Married-spouse-absent, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Sales, White, Female, United-States, >50K
 Private, Assoc-acdm, Never-married, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Male, United-States, <=50K
 Private, Prof-school, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Assoc-acdm, Never-married, Tech-support, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Handlers-cleaners, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Farming-fishing, White, Male, United-States, <=50K
 ?, 7th-8th, Separated, ?, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, 11th, Never-married, Handlers-cleaners, Black, Female, United-States, <=50K
 Private, 11th, Never-married, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-voc, Separated, Craft-repair, White, Male, United-States, <=50K
 Self-emp-inc, Prof-school, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
 State-gov, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, Prof-school, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Doctorate, Widowed, Prof-specialty, White, Male, United-States, >50K
 Private, Some-college, Never-married, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-inc, Assoc-voc, Divorced, Prof-specialty, White, Male, United-States, >50K
 Self-emp-not-inc, Some-college, Never-married, Prof-specialty, White, Female, United-States, <=50K
 State-gov, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Masters, Divorced, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Divorced, Tech-support, White, Male, United-States, >50K
 Private, 1st-4th, Divorced, Transport-moving, White, Male, United-States, <=50K
 State-gov, Some-college, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, Ecuador, <=50K
 State-gov, Masters, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Never-married, Sales, Black, Male, United-States, >50K
 Private, Bachelors, Never-married, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Separated, Craft-repair, White, Male, United-States, <=50K
 Private, 7th-8th, Married-spouse-absent, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Protective-serv, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, Black, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Handlers-cleaners, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White, Female, United-States, >50K
