 Private, Bachelors, Married-civ-spouse, Prof-specialty, Black, Female, Cuba, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, 9th, Married-civ-spouse, Priv-house-serv, Black, Female, United-States, <=50K
 ?, Masters, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 ?, Assoc-voc, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, 10th, Married-civ-spouse, Sales, Asian-Pac-Islander, Female, Japan, >50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 ?, Masters, Married-civ-spouse, ?, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Transport-moving, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, England, >50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, Japan, >50K
 ?, Prof-school, Married-civ-spouse, ?, White, Female, ?, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, Germany, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Other, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Black, Female, United-States, <=50K
 ?, Assoc-voc, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, 9th, Married-civ-spouse, Other-service, Black, Female, Haiti, <=50K
 ?, 10th, Married-civ-spouse, ?, Black, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Other-service, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 ?, Assoc-voc, Married-civ-spouse, ?, Black, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Female, Vietnam, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Other, Female, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, Black, Female, United-States, >50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Protective-serv, White, Female, France, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Other, Female, ?, <=50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, White, Female, Poland, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female, United-States, >50K
 Without-pay, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, 12th, Married-civ-spouse, Adm-clerical, White, Female, Portugal, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Black, Female, Haiti, <=50K
 State-gov, HS-grad, Married-civ-spouse, Other-service, Amer-Indian-Eskimo, Female, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, Cuba, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, Black, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 State-gov, Some-college, Married-civ-spouse, Prof-specialty, Black, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Female, South, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, 12th, Married-civ-spouse, Priv-house-serv, Other, Female, Dominican-Republic, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, Black, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Female, China, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Female, United-States, >50K
 Self-emp-inc, Doctorate, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Female, United-States, >50K
 Self-emp-not-inc, Masters, Married-civ-spouse, Sales, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, 11th, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Self-emp-inc, 9th, Married-civ-spouse, Sales, White, Female, Dominican-Republic, <=50K
 Self-emp-not-inc, 12th, Married-civ-spouse, Sales, Asian-Pac-Islander, Female, ?, <=50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Female, Puerto-Rico, >50K
 Private, 12th, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, El-Salvador, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 ?, Masters, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, White, Female, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Tech-support, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Amer-Indian-Eskimo, Female, United-States, <=50K
 ?, Assoc-voc, Married-civ-spouse, ?, White, Female, ?, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Local-gov, 9th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, Black, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, White, Female, United-States, <=50K
 ?, 12th, Married-civ-spouse, ?, White, Female, Germany, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, Assoc-acdm, Married-civ-spouse, Other-service, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, <=50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Female, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, Black, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, 11th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, 11th, Married-civ-spouse, Adm-clerical, White, Female, Mexico, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, 11th, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Federal-gov, Assoc-acdm, Married-civ-spouse, Prof-specialty, Black, Female, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 ?, 11th, Married-civ-spouse, ?, Other, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Black, Female, United-States, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, Black, Female, United-States, <=50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, <=50K
 State-gov, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Sales, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, 12th, Married-civ-spouse, Adm-clerical, Black, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, Other, Female, ?, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, >50K
 Local-gov, 11th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Black, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Female, ?, >50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, United-States, >50K
 State-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Priv-house-serv, Black, Female, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, Black, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Local-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 State-gov, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, Amer-Indian-Eskimo, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 State-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, 11th, Married-civ-spouse, Other-service, Black, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Sales, Black, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Female, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, Black, Female, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Black, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, Black, Female, United-States, <=50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Adm-clerical, Black, Female, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Self-emp-not-inc, 10th, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Private, 10th, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, Black, Female, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Tech-support, White, Female, United-States, >50K
 ?, Assoc-acdm, Married-civ-spouse, ?, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, Black, Female, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Female, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, United-States, >50K
 Private, Assoc-acdm, Married-AF-spouse, Adm-clerical, White, Female, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Exec-managerial, White, Female, United-States, <=50K
 Local-gov, 12th, Married-civ-spouse, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, ?, <=50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Female, United-States, >50K
