 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Female, Canada, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, Some-college, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Federal-gov, Some-college, Never-married, Handlers-cleaners, White, Female, United-States, <=50K
 ?, 12th, Separated, ?, Black, Female, United-States, <=50K
 Private, Doctorate, Separated, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Other-service, White, Female, United-States, <=50K
 Local-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Female, United-States, <=50K
 Private, Bachelors, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Separated, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Separated, Sales, White, Female, Mexico, <=50K
 Private, Some-college, Separated, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, Bachelors, Widowed, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Male, United-States, <=50K
 Private, 10th, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, Assoc-acdm, Divorced, Exec-managerial, Black, Female, United-States, <=50K
 Private, HS-grad, Widowed, Craft-repair, Black, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Local-gov, Assoc-voc, Divorced, Tech-support, Asian-Pac-Islander, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Prof-specialty, White, Female, Germany, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Local-gov, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Priv-house-serv, Black, Female, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, White, Female, United-States, >50K
 Private, Prof-school, Divorced, Farming-fishing, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, White, Male, United-States, <=50K
 Private, Assoc-acdm, Divorced, Exec-managerial, White, Female, United-States, >50K
 Private, 10th, Separated, Craft-repair, Black, Female, ?, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Female, Mexico, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
 Local-gov, Some-college, Married-spouse-absent, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Separated, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Separated, Other-service, Black, Female, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Machine-op-inspct, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Federal-gov, HS-grad, Married-spouse-absent, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, White, Female, United-States, <=50K
 Private, Masters, Divorced, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 9th, Widowed, Sales, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Widowed, Prof-specialty, Black, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Male, United-States, <=50K
 Private, 11th, Divorced, Sales, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Sales, Amer-Indian-Eskimo, Female, United-States, <=50K
 ?, Some-college, Divorced, ?, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Separated, Other-service, White, Female, El-Salvador, <=50K
 Private, HS-grad, Divorced, Prof-specialty, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, HS-grad, Separated, Craft-repair, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Separated, Tech-support, White, Female, Columbia, <=50K
 Private, Preschool, Separated, Other-service, White, Female, El-Salvador, <=50K
 Self-emp-inc, Some-college, Divorced, Sales, Asian-Pac-Islander, Male, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 State-gov, HS-grad, Widowed, Adm-clerical, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Black, Male, United-States, >50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Married-spouse-absent, Exec-managerial, White, Male, United-States, <=50K
 State-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, Black, Female, United-States, <=50K
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White, Male, United-States, >50K
 Local-gov, HS-grad, Married-spouse-absent, Adm-clerical, Black, Female, United-States, <=50K
 Local-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Transport-moving, White, Male, ?, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Transport-moving, Black, Male, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Handlers-cleaners, White, Female, United-States, <=50K
 Private, Bachelors, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Never-married, Handlers-cleaners, Black, Male, United-States, <=50K
 Private, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 ?, Bachelors, Divorced, ?, White, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 10th, Separated, Adm-clerical, Black, Female, United-States, <=50K
 Private, Prof-school, Never-married, Prof-specialty, White, Male, Germany, >50K
 Private, Assoc-voc, Widowed, Exec-managerial, Asian-Pac-Islander, Female, United-States, >50K
 Private, 9th, Separated, Craft-repair, Black, Male, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Local-gov, Masters, Separated, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, Masters, Divorced, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Widowed, Craft-repair, White, Male, United-States, >50K
 Private, Assoc-acdm, Widowed, Tech-support, White, Male, United-States, >50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Separated, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-acdm, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Widowed, Other-service, Black, Female, ?, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Sales, White, Female, United-States, <=50K
 State-gov, Some-college, Divorced, Exec-managerial, White, Male, United-States, <=50K
 State-gov, Some-college, Married-spouse-absent, Adm-clerical, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, Some-college, Separated, Transport-moving, White, Male, United-States, >50K
 Private, HS-grad, Married-spouse-absent, Exec-managerial, White, Female, United-States, <=50K
 Private, 11th, Never-married, Machine-op-inspct, White, Female, Nicaragua, <=50K
 Private, 7th-8th, Separated, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-inc, Some-college, Widowed, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Separated, Exec-managerial, Black, Female, United-States, <=50K
 Private, Some-college, Separated, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Handlers-cleaners, White, Male, Poland, <=50K
 Private, Bachelors, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, 10th, Widowed, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Black, Female, Japan, <=50K
 Private, HS-grad, Widowed, Exec-managerial, White, Female, United-States, <=50K
 Private, 10th, Widowed, Tech-support, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Exec-managerial, Asian-Pac-Islander, Female, Taiwan, <=50K
 Private, Some-college, Never-married, Craft-repair, White, Male, Mexico, <=50K
 Private, Assoc-voc, Never-married, Craft-repair, Amer-Indian-Eskimo, Male, United-States, <=50K
 Private, 11th, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Male, United-States, <=50K
 Private, 12th, Separated, Other-service, White, Female, Mexico, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-voc, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Separated, Sales, Asian-Pac-Islander, Male, South, <=50K
 Local-gov, HS-grad, Separated, Other-service, Black, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, 5th-6th, Married-spouse-absent, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, Masters, Never-married, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 Private, Bachelors, Separated, Prof-specialty, Asian-Pac-Islander, Female, Philippines, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, Black, Female, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, White, Male, United-States, <=50K
 State-gov, Doctorate, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Tech-support, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, HS-grad, Widowed, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, Assoc-acdm, Married-spouse-absent, Exec-managerial, Asian-Pac-Islander, Female, Laos, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Adm-clerical, White, Female, United-States, <=50K
 ?, Some-college, Widowed, ?, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Tech-support, Black, Female, United-States, <=50K
 Private, 12th, Never-married, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Male, United-States, <=50K
 Private, 5th-6th, Divorced, Other-service, White, Female, Puerto-Rico, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Widowed, Other-service, Black, Male, United-States, <=50K
 Private, Bachelors, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Transport-moving, White, Male, United-States, <=50K
 Local-gov, 11th, Divorced, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Federal-gov, HS-grad, Married-spouse-absent, Other-service, Black, Male, United-States, <=50K
 Private, 10th, Divorced, Machine-op-inspct, Black, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, Columbia, <=50K
 Private, HS-grad, Never-married, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Divorced, Tech-support, White, Male, United-States, <=50K
 Private, 11th, Divorced, Sales, White, Female, United-States, <=50K
 Private, 5th-6th, Separated, Other-service, White, Female, Mexico, <=50K
 Private, HS-grad, Divorced, Other-service, Black, Female, ?, <=50K
 Private, Assoc-acdm, Divorced, Craft-repair, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Widowed, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Masters, Separated, Prof-specialty, White, Female, United-States, <=50K
 Private, Prof-school, Divorced, Prof-specialty, White, Female, United-States, <=50K
 ?, Some-college, Never-married, ?, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Handlers-cleaners, White, Female, United-States, <=50K
 Self-emp-not-inc, Prof-school, Divorced, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-inc, Bachelors, Divorced, Farming-fishing, White, Male, United-States, <=50K
 Private, Bachelors, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Craft-repair, White, Male, Outlying-US(Guam-USVI-etc), <=50K
 Local-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Exec-managerial, White, Female, United-States, <=50K
 Private, 7th-8th, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Private, 9th, Never-married, Other-service, White, Male, Mexico, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, 7th-8th, Widowed, Other-service, White, Male, United-States, <=50K
 Private, Assoc-acdm, Separated, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, Black, Female, United-States, <=50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Federal-gov, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Other-service, Black, Female, United-States, <=50K
 Private, Bachelors, Divorced, Adm-clerical, White, Female, Germany, <=50K
 Private, Some-college, Separated, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Assoc-voc, Widowed, Exec-managerial, White, Female, United-States, <=50K
 ?, HS-grad, Separated, ?, Black, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Separated, Prof-specialty, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, White, Male, United-States, <=50K
 State-gov, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Assoc-voc, Widowed, Exec-managerial, Black, Female, United-States, <=50K
 Private, Bachelors, Married-spouse-absent, Tech-support, Black, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Separated, Craft-repair, White, Male, United-States, <=50K
 Federal-gov, Assoc-voc, Divorced, Adm-clerical, Black, Female, United-States, >50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Never-married, Other-service, White, Female, United-States, <=50K
 Local-gov, Some-college, Married-spouse-absent, Adm-clerical, White, Female, United-States, <=50K
 Private, 10th, Married-spouse-absent, Adm-clerical, White, Female, Mexico, <=50K
 Private, Some-college, Divorced, Sales, White, Female, United-States, <=50K
 Local-gov, Bachelors, Never-married, Prof-specialty, White, Male, United-States, <=50K
 State-gov, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Married-spouse-absent, Adm-clerical, White, Female, United-States, <=50K
 Private, 7th-8th, Never-married, Other-service, White, Female, Mexico, <=50K
 Private, HS-grad, Never-married, Craft-repair, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Self-emp-not-inc, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, 5th-6th, Never-married, Machine-op-inspct, White, Female, Mexico, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, Germany, <=50K
 Private, Bachelors, Never-married, Exec-managerial, White, Male, United-States, <=50K
 Private, 1st-4th, Never-married, Other-service, White, Female, El-Salvador, <=50K
 Private, Assoc-voc, Widowed, Prof-specialty, Asian-Pac-Islander, Female, United-States, <=50K
 Self-emp-inc, Some-college, Divorced, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Male, United-States, <=50K
 Local-gov, Assoc-acdm, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, Prof-school, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Assoc-acdm, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 11th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Self-emp-inc, Assoc-acdm, Separated, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Craft-repair, Black, Male, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Federal-gov, HS-grad, Widowed, Other-service, White, Male, United-States, <=50K
 Private, 10th, Separated, Other-service, White, Female, United-States, <=50K
 Local-gov, 11th, Divorced, Other-service, Black, Female, United-States, <=50K
 ?, HS-grad, Separated, ?, Black, Female, United-States, <=50K
 Local-gov, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, 11th, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Other-service, White, Female, United-States, <=50K
 State-gov, Masters, Divorced, Exec-managerial, White, Female, United-States, >50K
 Private, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, 11th, Separated, Other-service, White, Male, United-States, <=50K
 Private, Assoc-voc, Divorced, Other-service, Black, Female, United-States, <=50K
 State-gov, Masters, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Female, United-States, <=50K
 Private, 7th-8th, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Some-college, Never-married, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Separated, Sales, White, Female, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-acdm, Never-married, Prof-specialty, Black, Female, United-States, <=50K
 Private, 9th, Divorced, Craft-repair, White, Female, United-States, >50K
 Private, Assoc-voc, Separated, Tech-support, Black, Female, United-States, <=50K
 Local-gov, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, 10th, Divorced, Other-service, Black, Female, United-States, <=50K
 Local-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Federal-gov, Bachelors, Separated, Other-service, White, Female, ?, <=50K
 State-gov, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, Masters, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, Masters, Separated, Machine-op-inspct, Asian-Pac-Islander, Female, India, <=50K
 Self-emp-not-inc, HS-grad, Separated, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Female, United-States, <=50K
 State-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Local-gov, HS-grad, Widowed, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, Masters, Divorced, Prof-specialty, White, Female, United-States, >50K
 Private, Bachelors, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Private, 10th, Never-married, Other-service, White, Female, United-States, <=50K
 ?, HS-grad, Never-married, ?, Black, Female, United-States, <=50K
 Private, Some-college, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, Some-college, Widowed, Adm-clerical, White, Female, United-States, <=50K
 State-gov, Bachelors, Divorced, Exec-managerial, Black, Male, United-States, <=50K
 Private, 10th, Never-married, Other-service, Black, Female, United-States, <=50K
 Self-emp-not-inc, Bachelors, Separated, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Never-married, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Separated, Machine-op-inspct, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Tech-support, Black, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, 11th, Divorced, Other-service, White, Female, United-States, <=50K
 Private, 10th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Divorced, Sales, White, Female, ?, <=50K
 Private, 11th, Divorced, Sales, White, Male, Mexico, <=50K
 ?, HS-grad, Married-spouse-absent, ?, Black, Male, United-States, <=50K
 Federal-gov, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 State-gov, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Bachelors, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Handlers-cleaners, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Other-service, White, Male, United-States, <=50K
 Private, 9th, Separated, Machine-op-inspct, White, Female, Columbia, <=50K
 Private, 11th, Never-married, Sales, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Male, United-States, <=50K
 ?, 11th, Widowed, ?, Black, Female, United-States, <=50K
 Private, Bachelors, Separated, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Machine-op-inspct, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 Private, 11th, Divorced, Other-service, White, Female, United-States, <=50K
 ?, HS-grad, Separated, ?, White, Female, United-States, <=50K
 ?, HS-grad, Divorced, ?, Black, Female, United-States, <=50K
 Private, 11th, Widowed, Handlers-cleaners, Black, Female, United-States, <=50K
 Private, HS-grad, Separated, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, Black, Male, United-States, <=50K
 Private, Assoc-voc, Never-married, Other-service, Amer-Indian-Eskimo, Female, United-States, <=50K
 Private, HS-grad, Divorced, Adm-clerical, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, >50K
 Private, HS-grad, Never-married, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-acdm, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Married-spouse-absent, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Transport-moving, White, Male, United-States, <=50K
 ?, Some-college, Divorced, ?, White, Male, United-States, <=50K
 State-gov, Assoc-voc, Widowed, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Widowed, Transport-moving, White, Male, United-States, <=50K
 ?, 9th, Never-married, ?, Black, Female, United-States, <=50K
 Private, HS-grad, Divorced, Exec-managerial, White, Female, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, Bachelors, Separated, Adm-clerical, White, Female, United-States, <=50K
 Private, Assoc-voc, Divorced, Other-service, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, Prof-school, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, 10th, Separated, Adm-clerical, White, Female, United-States, <=50K
 Self-emp-not-inc, HS-grad, Widowed, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Handlers-cleaners, Asian-Pac-Islander, Female, South, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-spouse-absent, Other-service, Black, Female, United-States, <=50K
 Local-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 Private, HS-grad, Never-married, Sales, White, Female, United-States, <=50K
 Private, 11th, Never-married, Craft-repair, White, Male, United-States, <=50K
 Federal-gov, Prof-school, Separated, Prof-specialty, White, Female, Germany, >50K
 Private, Some-college, Divorced, Machine-op-inspct, Black, Female, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, Mexico, <=50K
 Private, Some-college, Divorced, Tech-support, White, Female, United-States, <=50K
 State-gov, Bachelors, Divorced, Prof-specialty, White, Female, United-States, <=50K
 State-gov, Some-college, Divorced, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Divorced, Adm-clerical, White, Male, Canada, <=50K
 Private, HS-grad, Divorced, Adm-clerical, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Machine-op-inspct, White, Female, United-States, <=50K
 ?, HS-grad, Divorced, ?, White, Female, United-States, <=50K
 Private, HS-grad, Divorced, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Never-married, Other-service, White, Female, United-States, <=50K
 ?, 10th, Widowed, ?, White, Female, United-States, <=50K
 Private, HS-grad, Separated, Farming-fishing, White, Female, United-States, <=50K
