 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, Black, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Local-gov, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Federal-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Tech-support, White, Male, France, >50K
 Private, 9th, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Protective-serv, Black, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, 12th, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, ?, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 State-gov, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, ?, <=50K
 Private, 11th, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 State-gov, Bachelors, Married-civ-spouse, Adm-clerical, Asian-Pac-Islander, Male, China, <=50K
 Self-emp-inc, Assoc-voc, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, Cuba, >50K
 Private, HS-grad, Married-AF-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
 Private, 7th-8th, Married-civ-spouse, Other-service, White, Male, Cuba, <=50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, England, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 ?, Masters, Married-civ-spouse, ?, White, Male, Poland, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, Iran, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 State-gov, 7th-8th, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, Amer-Indian-Eskimo, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Federal-gov, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, 10th, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 State-gov, HS-grad, Married-civ-spouse, Protective-serv, White, Male, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Private, 11th, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, Black, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, Germany, >50K
 Private, 7th-8th, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-inc, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, ?, >50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Transport-moving, Black, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, 5th-6th, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Tech-support, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, Black, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, ?, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, Puerto-Rico, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, ?, >50K
 Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, 12th, Married-civ-spouse, Sales, White, Male, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Self-emp-inc, Masters, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, ?, <=50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, Germany, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Other, Male, Nicaragua, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Male, Mexico, >50K
 Local-gov, HS-grad, Married-civ-spouse, Protective-serv, Black, Male, Puerto-Rico, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
 Private, HS-grad, Married-AF-spouse, Sales, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, 11th, Married-civ-spouse, Transport-moving, Black, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, England, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Tech-support, Asian-Pac-Islander, Male, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Self-emp-inc, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, Black, Male, United-States, <=50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Local-gov, 10th, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Private, 9th, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, Canada, <=50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, 10th, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, Puerto-Rico, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, 10th, Married-civ-spouse, Craft-repair, White, Male, ?, <=50K
 Private, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 State-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, ?, >50K
 Private, 9th, Married-civ-spouse, Other-service, White, Male, Mexico, <=50K
 State-gov, Some-college, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Local-gov, HS-grad, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, Black, Male, United-States, <=50K
 Private, 10th, Married-civ-spouse, Transport-moving, Black, Male, United-States, <=50K
 ?, 9th, Married-civ-spouse, ?, Black, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, 10th, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, Black, Male, Jamaica, <=50K
 Self-emp-inc, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Adm-clerical, Black, Male, United-States, >50K
 Local-gov, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, 5th-6th, Married-civ-spouse, Machine-op-inspct, White, Male, Mexico, <=50K
 Private, 11th, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, 1st-4th, Married-civ-spouse, Craft-repair, White, Male, Mexico, <=50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 State-gov, Doctorate, Married-civ-spouse, Prof-specialty, Black, Male, ?, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Local-gov, Assoc-voc, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Self-emp-not-inc, 5th-6th, Married-civ-spouse, Other-service, White, Male, El-Salvador, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, 7th-8th, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, China, <=50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, 10th, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, 11th, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Assoc-acdm, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, 11th, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Federal-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, 9th, Married-civ-spouse, Protective-serv, White, Male, Guatemala, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 ?, Some-college, Married-civ-spouse, ?, Asian-Pac-Islander, Male, Philippines, >50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Federal-gov, Some-college, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
 Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Prof-specialty, Other, Male, Iran, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Protective-serv, Black, Male, India, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, Assoc-voc, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, United-States, >50K
 State-gov, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, 12th, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, 9th, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 State-gov, 10th, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Handlers-cleaners, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Tech-support, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Local-gov, Assoc-acdm, Married-civ-spouse, Protective-serv, White, Male, United-States, >50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, United-States, >50K
 Private, Masters, Married-civ-spouse, Other-service, White, Male, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Self-emp-inc, Masters, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, India, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Local-gov, Prof-school, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, Philippines, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Local-gov, Bachelors, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, Philippines, >50K
 ?, HS-grad, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Self-emp-inc, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, Prof-school, Married-civ-spouse, Transport-moving, Black, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, 10th, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, <=50K
 Federal-gov, Masters, Married-civ-spouse, Armed-Forces, White, Male, United-States, >50K
 Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 ?, Doctorate, Married-civ-spouse, ?, White, Male, Canada, >50K
 Private, Bachelors, Married-civ-spouse, Sales, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, Poland, <=50K
 ?, 7th-8th, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Machine-op-inspct, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, United-States, >50K
 Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 ?, Bachelors, Married-civ-spouse, ?, White, Male, United-States, <=50K
 Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, United-States, <=50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Farming-fishing, White, Male, United-States, <=50K
 Private, Masters, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
 Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, United-States, >50K
 Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-inc, 11th, Married-civ-spouse, Transport-moving, White, Male, United-States, <=50K
 Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, United-States, >50K
 Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, United-States, <=50K
 Self-emp-not-inc, HS-grad, Married-civ-spouse, Craft-repair, White, Male, England, <=50K
 Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, United-States, <=50K
 Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, United-States, >50K
 Private, Some-college, Married-civ-spouse, Transport-moving, White, Male, United-States, >50K
